entityId	LOC	MVG	COM	FanIn	FanOut	MPC
F1085	6	2	1	1	0	0
F1086	1	1	1	1	1	1
F1087	4	1	1	3	0	0
F1088	5	1	1	0	0	0
F1089	4	1	1	8	0	0
F1090	5	1	1	0	1	1
F1091	1	1	34	1	2	9
F1093	10	2	1	1	0	0
F1094	7	2	1	2	0	0
F1095	6	2	1	2	0	0
F1096	9	3	1	4	0	0
F1097	9	2	1	0	0	0
F1098	6	2	1	0	0	0
F1099	8	2	1	0	0	0
F1100	8	2	1	0	0	0
F1101	24	5	1	3	4	30
F1104	23	9	5	1	0	0
F1105	11	5	6	0	0	0
F1106	79	12	8	3	7	44
F1109	43	4	2	3	7	26
F1112	31	7	2	3	4	16
F1114	47	12	5	0	7	16
F1116	21	4	2	4	7	14
F1118	11	5	5	1	0	0
F1119	172	65	30	3	10	99
F1122	31	15	13	1	0	0
F1123	23	7	1	3	3	9
F1126	51	44	37	1	3	12
F1127	59	39	18	1	5	8
F1128	54	26	9	1	1	1
F1129	7	1	1	0	0	0
F1130	8	2	1	1	0	0
F1131	6	2	1	9	0	0
F1132	6	2	1	0	0	0
F1133	7	2	1	1	0	0
F1134	7	2	1	1	0	0
F1135	7	1	1	0	0	0
F1136	8	2	1	1	0	0
F1137	5	1	1	0	0	0
F1138	13	1	4	1	1	3
F1139	8	1	5	1	0	0
F1140	49	23	21	1	2	5
F1141	7	2	1	3	0	0
F1142	7	2	1	1	0	0
F1143	16	4	1	3	0	0
F1144	6	1	1	2	0	0
F1145	1	1	1	2	0	0
F1146	1	1	1	2	0	0
F1147	10	2	1	7	1	1
F1148	6	2	1	0	0	0
F1149	7	2	1	1	0	0
F1150	11	2	1	5	0	0
F1151	5	1	1	0	0	0
F1152	5	1	1	0	0	0
F1153	9	2	1	1	0	0
F1154	8	2	1	0	0	0
F1155	9	2	1	1	0	0
F1156	9	2	1	0	0	0
F1157	4	1	1	0	0	0
F1158	6	1	1	0	0	0
F975	4	1	1	0	0	0
F976	448	80	100	1	50	296
F977	5	1	1	0	2	2
F978	5	1	1	0	2	2
F979	11	1	1	0	3	4
F980	21	2	1	0	5	6
F981	14	2	1	0	5	6
F982	7	1	1	0	2	2
F983	5	1	1	0	2	2
F984	8	1	1	0	2	2
F985	8	1	1	0	2	2
F986	6	1	1	0	2	2
F987	9	1	1	0	2	2
F988	15	1	6	1	2	2
F989	33	2	23	1	3	3
F990	59	14	16	1	1	2
F991	66	16	19	1	1	3
F992	29	4	61	1	0	0
F993	21	7	22	1	0	0
F994	34	8	14	0	2	3
F995	6	1	1	0	0	0
F996	16	3	1	2	0	0
F997	4	1	1	0	0	0
F998	4	1	1	0	0	0
F999	4	1	1	0	0	0
